level	transcript_file	exam_id	exam_part_id	modelid	pred.total_score	pred.task_fulfillment	pred.interaction	pred.lexical_resource	pred.grammatical_accuracy	is_complete	avg.ex1_criterion1_score	avg.ex1_criterion2_score	avg.ex1_lexgram_score	avg.ex1_phonol_score	avg.ex2_criterion1_score	avg.ex2_criterion2_score	avg.ex2_socling_score	avg.ex2_lexgram_score	avg.ex2_phonol_score	avg.ex3_criterion1_score	avg.ex3_criterion2_score	avg.total_score	avg.ex1_criterion1_perc	avg.ex1_criterion2_perc	avg.ex1_lexgram_perc	avg.ex1_phonol_perc	avg.ex2_criterion1_perc	avg.ex2_criterion2_perc	avg.ex2_socling_perc	avg.ex2_lexgram_perc	avg.ex2_phonol_perc	avg.ex3_criterion1_perc	avg.ex3_criterion2_perc	avg.total_perc	avg.etalon_perc	avg.etalon_score	avg.result	avg.ex1_selfdescr_score	avg.ex1_eventdescr_score	avg.ex2_imgdescr_score	avg.ex2_response_score	avg.ex3_questions_score	avg.ex3_lexgram_score	avg.total_interact_score	avg.total_cohesion_score	avg.total_phonol_score	avg.ex1_selfdescr_perc	avg.ex1_eventdescr_perc	avg.ex2_imgdescr_perc	avg.ex2_response_perc	avg.ex3_questions_perc	avg.ex3_lexgram_perc	avg.total_interact_perc	avg.total_cohesion_perc	avg.total_phonol_perc	avg.ex1_response_score	avg.ex1_lexical_score	avg.ex1_grammar_score	avg.ex2_questions_score	avg.ex2_lexical_score	avg.ex2_grammar_score	avg.total_phoninter_score	avg.ex1_response_perc	avg.ex1_lexical_perc	avg.ex1_grammar_perc	avg.ex2_questions_perc	avg.ex2_lexical_perc	avg.ex2_grammar_perc	avg.total_phoninter_perc	avg.ex1_imgdescr_score	avg.ex2_narrat_score	avg.ex3_commgoal_score	avg.ex3_interact_score	avg.ex3_lexical_score	avg.ex3_grammar_score	avg.ex1_imgdescr_perc	avg.ex2_narrat_perc	avg.ex3_commgoal_perc	avg.ex3_interact_perc	avg.ex3_lexical_perc	avg.ex3_grammar_perc	avg.ex1_criterion3_score	avg.ex1_organization_score	avg.ex1_ptn_score	avg.ex1_wordord_score	avg.ex1_lexical1_score	avg.ex1_lexical2_score	avg.ex2_criterion3_score	avg.ex2_organization_score	avg.ex2_ptn_score	avg.ex2_wordord_score	avg.ex2_lexical1_score	avg.ex2_lexical2_score	avg.total_phonol1_score	avg.total_phonol2_score	avg.ex1_criterion3_perc	avg.ex1_organization_perc	avg.ex1_ptn_perc	avg.ex1_wordord_perc	avg.ex1_lexical1_perc	avg.ex1_lexical2_perc	avg.ex2_criterion3_perc	avg.ex2_organization_perc	avg.ex2_ptn_perc	avg.ex2_wordord_perc	avg.ex2_lexical1_perc	avg.ex2_lexical2_perc	avg.total_phonol1_perc	avg.total_phonol2_perc
A2	A2ML_231215_43_anonym_audio.simple.txt	A2ML_231215_43	A2ML_231215_43	llama3	65.42	68.33	75.0	56.67	61.67	True			1.3333333333333333					1.0				14.333333333333334			0.6666666666666666					0.5				0.7543859649122807	0.4763	14.3011	False	2.0	1.0	1.3333333333333333	1.6666666666666667	2.0	1.0	1.0	0.6666666666666666	1.3333333333333333	1.0	1.0	0.6666666666666666	0.8333333333333334	1.0	0.5	1.0	0.6666666666666666	0.6666666666666666																																																						
A2	A2ML_231215_44_01_anonym_audio.simple.txt	A2ML_231215_44	A2ML_231215_44_01	llama3	65.0	72.5	62.5	67.5	57.5	False			1.0					0.6666666666666666				10.0			0.5					0.3333333333333333				0.5263157894736842	0.525047368421053	9.9759	False	2.0	1.0	1.0	2.0	0.6666666666666666	0.0	0.6666666666666666	0.0	1.0	1.0	1.0	0.5	1.0	0.3333333333333333	0.0	0.6666666666666666	0.0	0.5																																																						
A2	A2ML_231215_44_02_anonym_audio.simple.txt	A2ML_231215_44	A2ML_231215_44_02	llama3	68.12	65.0	82.5	72.5	52.5	False			1.0					0.6666666666666666				10.0			0.5					0.3333333333333333				0.5263157894736842	0.525047368421053	9.9759	False	2.0	1.0	1.0	2.0	0.6666666666666666	0.0	0.6666666666666666	0.0	1.0	1.0	1.0	0.5	1.0	0.3333333333333333	0.0	0.6666666666666666	0.0	0.5																																																						
A2	A2ML_231215_45_01_anonym_audio.simple.txt	A2ML_231215_45	A2ML_231215_45_01	llama3	50.62	60.0	62.5	45.0	35.0	False			0.0					0.3333333333333333				7.333333333333333			0.0					0.1666666666666666				0.3859649122807017	0.379094736842105	7.2028	False	1.0	0.6666666666666666	1.0	1.0	1.3333333333333333	0.0	1.0	0.0	1.0	0.5	0.6666666666666666	0.5	0.5	0.6666666666666666	0.0	1.0	0.0	0.5																																																						
A2	A2ML_231215_45_02_anonym_audio.simple.txt	A2ML_231215_45	A2ML_231215_45_02	llama3	80.0	80.0	85.0	75.0	80.0	False			0.0					0.3333333333333333				7.333333333333333			0.0					0.1666666666666666				0.3859649122807017	0.379094736842105	7.2028	False	1.0	0.6666666666666666	1.0	1.0	1.3333333333333333	0.0	1.0	0.0	1.0	0.5	0.6666666666666666	0.5	0.5	0.6666666666666666	0.0	1.0	0.0	0.5																																																						
A2	A2ML_231215_47_anonym_audio.simple.txt	A2ML_231215_47	A2ML_231215_47	llama3	56.25	78.33	58.33	50.0	38.33	True			0.0					0.0				9.0			0.0					0.0				0.4736842105263157	0.488921052631579	9.2895	False	1.3333333333333333	1.0	1.0	0.6666666666666666	1.6666666666666667	0.3333333333333333	1.0	0.6666666666666666	1.3333333333333333	0.6666666666666666	1.0	0.5	0.3333333333333333	0.8333333333333334	0.1666666666666666	1.0	0.6666666666666666	0.6666666666666666																																																						
A2	A2ML_231215_48_anonym_audio.simple.txt	A2ML_231215_48	A2ML_231215_48	llama3	62.92	70.0	75.0	58.33	48.33	True			0.0					0.0				7.666666666666667			0.0					0.0				0.4035087719298245	0.406015789473684	7.7143	False	1.0	0.3333333333333333	1.3333333333333333	1.0	1.3333333333333333	1.0	0.0	0.3333333333333333	1.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_231215_49_anonym_audio.simple.txt	A2ML_231215_49	A2ML_231215_49	llama3	78.75	85.0	90.0	65.0	75.0	True			0.6666666666666666					1.0				16.0			0.3333333333333333					0.5				0.8421052631578947	0.835247368421053	15.8697	True	2.0	1.0	2.0	2.0	2.0	1.6666666666666667	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_231215_50_01_anonym_audio.simple.txt	A2ML_231215_50	A2ML_231215_50_01	llama3	40.0	55.0	45.0	35.0	25.0	False			0.0					0.0				5.666666666666667			0.0					0.0				0.2982456140350877	0.294394736842105	5.5935	False	1.0	0.3333333333333333	0.3333333333333333	1.3333333333333333	1.0	0.0	0.3333333333333333	0.0	1.3333333333333333	0.5	0.3333333333333333	0.1666666666666666	0.6666666666666666	0.5	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_231215_50_02_anonym_audio.simple.txt	A2ML_231215_50	A2ML_231215_50_02	llama3	38.75	50.0	45.0	35.0	25.0	False			0.0					0.0				5.666666666666667			0.0					0.0				0.2982456140350877	0.294394736842105	5.5935	False	1.0	0.3333333333333333	0.3333333333333333	1.3333333333333333	1.0	0.0	0.3333333333333333	0.0	1.3333333333333333	0.5	0.3333333333333333	0.1666666666666666	0.6666666666666666	0.5	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_231215_51_01_anonym_audio.simple.txt	A2ML_231215_51	A2ML_231215_51_01	llama3	73.75	77.5	82.5	72.5	62.5	False			0.0					0.3333333333333333				10.333333333333334			0.0					0.1666666666666666				0.543859649122807	0.556021052631579	10.5644	False	1.6666666666666667	1.0	1.0	1.6666666666666667	1.6666666666666667	0.6666666666666666	1.0	0.3333333333333333	1.0	0.8333333333333334	1.0	0.5	0.8333333333333334	0.8333333333333334	0.3333333333333333	1.0	0.3333333333333333	0.5																																																						
A2	A2ML_231215_51_02_anonym_audio.simple.txt	A2ML_231215_51	A2ML_231215_51_02	llama3	75.0	90.0	80.0	70.0	60.0	False			0.0					0.3333333333333333				10.333333333333334			0.0					0.1666666666666666				0.543859649122807	0.556021052631579	10.5644	False	1.6666666666666667	1.0	1.0	1.6666666666666667	1.6666666666666667	0.6666666666666666	1.0	0.3333333333333333	1.0	0.8333333333333334	1.0	0.5	0.8333333333333334	0.8333333333333334	0.3333333333333333	1.0	0.3333333333333333	0.5																																																						
A2	A2ML_231215_53_01_anonym_audio.simple.txt	A2ML_231215_53	A2ML_231215_53_01	llama3	80.0	87.5	82.5	72.5	77.5	False			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.509126315789474	9.6734	False	1.0	1.0	1.0	1.6666666666666667	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.6666666666666666	1.6666666666666667	0.5	1.0	0.5	0.8333333333333334	0.3333333333333333	0.1666666666666666	0.3333333333333333	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_231215_53_02_anonym_audio.simple.txt	A2ML_231215_53	A2ML_231215_53_02	llama3	59.38	70.0	72.5	52.5	42.5	False			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.509126315789474	9.6734	False	1.0	1.0	1.0	1.6666666666666667	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.6666666666666666	1.6666666666666667	0.5	1.0	0.5	0.8333333333333334	0.3333333333333333	0.1666666666666666	0.3333333333333333	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_231215_54_01_anonym_audio.simple.txt	A2ML_231215_54	A2ML_231215_54_01	llama3	70.0	85.0	75.0	65.0	55.0	False			0.0					0.3333333333333333				5.666666666666667			0.0					0.1666666666666666				0.2982456140350877	0.29451052631579	5.5957	False	0.3333333333333333	0.0	1.6666666666666667	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	1.3333333333333333	0.1666666666666666	0.0	0.8333333333333334	0.1666666666666666	0.1666666666666666	0.1666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_231215_54_02_anonym_audio.simple.txt	A2ML_231215_54	A2ML_231215_54_02	llama3	50.0	55.0	65.0	45.0	35.0	False			0.0					0.3333333333333333				5.666666666666667			0.0					0.1666666666666666				0.2982456140350877	0.29451052631579	5.5957	False	0.3333333333333333	0.0	1.6666666666666667	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	1.3333333333333333	0.1666666666666666	0.0	0.8333333333333334	0.1666666666666666	0.1666666666666666	0.1666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_231215_56_01_anonym_audio.simple.txt	A2ML_231215_56	A2ML_231215_56_01	llama3	60.0	60.0	70.0	55.0	55.0	False			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.315178947368421	5.9884	False	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	0.0	0.3333333333333333	0.3333333333333333	1.6666666666666667	0.5	0.6666666666666666	0.1666666666666666	0.5	0.5	0.0	0.3333333333333333	0.3333333333333333	0.8333333333333334																																																						
A2	A2ML_231215_56_02_anonym_audio.simple.txt	A2ML_231215_56	A2ML_231215_56_02	llama3	41.25	55.0	40.0	45.0	25.0	False			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.315178947368421	5.9884	False	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	0.0	0.3333333333333333	0.3333333333333333	1.6666666666666667	0.5	0.6666666666666666	0.1666666666666666	0.5	0.5	0.0	0.3333333333333333	0.3333333333333333	0.8333333333333334																																																						
A2	A2ML_231215_57_anonym_audio.simple.txt	A2ML_231215_57	A2ML_231215_57	llama3	58.33	80.0	63.33	50.0	40.0	True			0.0					0.0				6.0			0.0					0.0				0.3157894736842105	0.313442105263158	5.9554	False	0.0	0.3333333333333333	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	1.0	0.0	0.3333333333333333	0.5	0.0	1.0	0.5	0.3333333333333333	0.0	0.5																																																						
A2	A2ML_231215_59_anonym_audio.simple.txt	A2ML_231215_59	A2ML_231215_59	llama3	45.0	60.0	50.0	40.0	30.0	True			1.0					0.3333333333333333				10.0			0.5					0.1666666666666666				0.5263157894736842	0.489557894736842	9.3016	False	2.0	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	1.6666666666666667	1.0	1.0	0.5	0.5	0.1666666666666666	0.1666666666666666	0.6666666666666666	0.0	0.8333333333333334																																																						
A2	A2ML_231215_61_01_anonym_audio.simple.txt	A2ML_231215_61	A2ML_231215_61_01	llama3	61.25	70.0	75.0	55.0	45.0	False			0.3333333333333333					1.0				10.0			0.1666666666666666					0.5				0.5263157894736842	0.529842105263158	10.067	False	1.0	1.0	1.0	1.6666666666666667	0.6666666666666666	0.6666666666666666	1.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.8333333333333334	0.3333333333333333	0.3333333333333333	1.0	0.0	0.8333333333333334																																																						
A2	A2ML_231215_61_02_anonym_audio.simple.txt	A2ML_231215_61	A2ML_231215_61_02	llama3	65.0	80.0	70.0	60.0	50.0	False			0.3333333333333333					1.0				10.0			0.1666666666666666					0.5				0.5263157894736842	0.529842105263158	10.067	False	1.0	1.0	1.0	1.6666666666666667	0.6666666666666666	0.6666666666666666	1.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.8333333333333334	0.3333333333333333	0.3333333333333333	1.0	0.0	0.8333333333333334																																																						
A2	A2ML_231215_62_anonym_audio.simple.txt	A2ML_231215_62	A2ML_231215_62	llama3	68.75	80.0	70.0	60.0	65.0	True			0.0					0.0				3.0			0.0					0.0				0.1578947368421052	0.153189473684211	2.9106	False	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	1.3333333333333333	0.1666666666666666	0.3333333333333333	0.3333333333333333	0.1666666666666666	0.0	0.0	0.0	0.0	0.6666666666666666																																																						
A2	A2ML_231215_63_01_anonym_audio.simple.txt	A2ML_231215_63	A2ML_231215_63_01	llama3	47.5	70.0	50.0	40.0	30.0	False			0.6666666666666666					0.0				9.666666666666666			0.3333333333333333					0.0				0.5087719298245613	0.525626315789474	9.9869	False	1.3333333333333333	1.0	1.0	1.3333333333333333	1.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.5	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_231215_63_02_anonym_audio.simple.txt	A2ML_231215_63	A2ML_231215_63_02	llama3	45.62	45.0	57.5	47.5	32.5	False			0.6666666666666666					0.0				9.666666666666666			0.3333333333333333					0.0				0.5087719298245613	0.525626315789474	9.9869	False	1.3333333333333333	1.0	1.0	1.3333333333333333	1.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.5	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_231215_65_anonym_audio.simple.txt	A2ML_231215_65	A2ML_231215_65	llama3	70.0	85.0	75.0	65.0	55.0	True			1.6666666666666667					2.0				17.666666666666668			0.8333333333333334					1.0				0.9298245614035088	0.930715789473684	17.6836	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0																																																						
A2	A2ML_231215_66_anonym_audio.simple.txt	A2ML_231215_66	A2ML_231215_66	llama3	32.5	50.0	40.0	25.0	15.0	True			0.3333333333333333					0.6666666666666666				12.333333333333334			0.1666666666666666					0.3333333333333333				0.6491228070175438	0.658726315789474	12.5158	True	1.6666666666666667	1.0	1.3333333333333333	2.0	1.3333333333333333	0.6666666666666666	1.0	1.0	1.3333333333333333	0.8333333333333334	1.0	0.6666666666666666	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_231215_67_anonym_audio.simple.txt	A2ML_231215_67	A2ML_231215_67	llama3	55.83	68.33	58.33	45.0	51.67	True			1.0					0.6666666666666666				11.333333333333334			0.5					0.3333333333333333				0.5964912280701754	0.595215789473684	11.3091	False	2.0	1.0	1.3333333333333333	1.0	1.0	0.3333333333333333	1.0	0.6666666666666666	1.3333333333333333	1.0	1.0	0.6666666666666666	0.5	0.5	0.1666666666666666	1.0	0.6666666666666666	0.6666666666666666																																																						
A2	A2ML_231215_68_01_anonym_audio.simple.txt	A2ML_231215_68	A2ML_231215_68_01	llama3	65.62	60.0	77.5	57.5	67.5	False			1.6666666666666667					1.3333333333333333				15.666666666666666			0.8333333333333334					0.6666666666666666				0.8245614035087719	0.819847368421053	15.5771	True	2.0	1.0	2.0	1.6666666666666667	1.3333333333333333	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.8333333333333334	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_231215_68_02_anonym_audio.simple.txt	A2ML_231215_68	A2ML_231215_68_02	llama3	65.0	70.0	80.0	60.0	50.0	False			1.6666666666666667					1.3333333333333333				15.666666666666666			0.8333333333333334					0.6666666666666666				0.8245614035087719	0.819847368421053	15.5771	True	2.0	1.0	2.0	1.6666666666666667	1.3333333333333333	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.8333333333333334	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_231215_69_anonym_audio.simple.txt	A2ML_231215_69	A2ML_231215_69	llama3	80.83	84.0	88.33	77.67	73.33	True			0.3333333333333333					0.3333333333333333				12.666666666666666			0.1666666666666666					0.1666666666666666				0.6666666666666666	0.662836842105263	12.5939	True	2.0	1.0	1.3333333333333333	2.0	2.0	0.3333333333333333	1.0	0.3333333333333333	2.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.1666666666666666	1.0	0.3333333333333333	1.0																																																						
A2	A2ML_240119_70_01_anonym_audio.simple.txt	A2ML_240119_70	A2ML_240119_70_01	llama3	67.5	82.5	72.5	62.5	52.5	False			1.6666666666666667					0.6666666666666666				14.666666666666666			0.8333333333333334					0.3333333333333333				0.7719298245614036	0.788757894736842	14.9864	True	2.0	1.0	1.6666666666666667	2.0	1.6666666666666667	0.6666666666666666	1.0	1.0	1.3333333333333333	1.0	1.0	0.8333333333333334	1.0	0.8333333333333334	0.3333333333333333	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_240119_70_02_anonym_audio.simple.txt	A2ML_240119_70	A2ML_240119_70_02	llama3	87.5	92.5	87.5	82.5	87.5	False			1.6666666666666667					0.6666666666666666				14.666666666666666			0.8333333333333334					0.3333333333333333				0.7719298245614036	0.788757894736842	14.9864	True	2.0	1.0	1.6666666666666667	2.0	1.6666666666666667	0.6666666666666666	1.0	1.0	1.3333333333333333	1.0	1.0	0.8333333333333334	1.0	0.8333333333333334	0.3333333333333333	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_240119_71_anonym_audio.simple.txt	A2ML_240119_71	A2ML_240119_71	llama3	62.08	80.0	68.33	55.0	45.0	True			0.3333333333333333					0.3333333333333333				11.333333333333334			0.1666666666666666					0.1666666666666666				0.5964912280701754	0.59481052631579	11.3014	False	2.0	1.0	1.3333333333333333	1.6666666666666667	1.0	0.3333333333333333	1.0	0.3333333333333333	2.0	1.0	1.0	0.6666666666666666	0.8333333333333334	0.5	0.1666666666666666	1.0	0.3333333333333333	1.0																																																						
A2	A2ML_240124_72_01_anonym_audio.simple.txt	A2ML_240124_72	A2ML_240124_72_01	llama3	67.5	78.33	71.67	65.0	55.0	False			2.0					2.0				19.0			1.0					1.0				1.0	0.993126315789474	18.8694	True	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																						
A2	A2ML_240124_72_02_anonym_audio.simple.txt	A2ML_240124_72	A2ML_240124_72_02	llama3	68.75	80.0	70.0	60.0	65.0	False			2.0					2.0				19.0			1.0					1.0				1.0	0.993126315789474	18.8694	True	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																						
A2	A2ML_240221_73_anonym_audio.simple.txt	A2ML_240221_73	A2ML_240221_73	llama3	55.0	60.0	70.0	50.0	40.0	True			1.0					1.0				16.666666666666668			0.5					0.5				0.8771929824561404	0.896615789473684	17.0357	True	2.0	1.0	2.0	2.0	2.0	1.6666666666666667	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	1.0																																																						
A2	A2ML_240221_74_anonym_audio.simple.txt	A2ML_240221_74	A2ML_240221_74	llama3	77.5	80.0	85.0	75.0	70.0	True			1.0					0.3333333333333333				15.0			0.5					0.1666666666666666				0.7894736842105262	0.771331578947369	14.6553	True	2.0	1.0	1.6666666666666667	1.6666666666666667	2.0	1.3333333333333333	1.0	1.0	2.0	1.0	1.0	0.8333333333333334	0.8333333333333334	1.0	0.6666666666666666	1.0	1.0	1.0																																																						
A2	A2ML_240221_77_anonym_audio.simple.txt	A2ML_240221_77	A2ML_240221_77	llama3	85.17	85.0	92.33	75.0	88.33	True			2.0					2.0				19.0			1.0					1.0				1.0	1.0	19.3204	True	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																						
A2	A2ML_240221_78_anonym_audio.simple.txt	A2ML_240221_78	A2ML_240221_78	llama3	70.0	85.0	75.0	65.0	55.0	True			1.3333333333333333					1.3333333333333333				16.333333333333332			0.6666666666666666					0.6666666666666666				0.8596491228070176	0.878031578947369	16.6826	True	2.0	1.0	2.0	1.6666666666666667	2.0	1.6666666666666667	1.0	1.0	1.3333333333333333	1.0	1.0	1.0	0.8333333333333334	1.0	0.8333333333333334	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_240221_79_anonym_audio.simple.txt	A2ML_240221_79	A2ML_240221_79	llama3	75.83	78.33	86.67	66.67	71.67	True			1.0					1.0				16.0			0.5					0.5				0.8421052631578947	0.869289473684211	16.5165	True	2.0	1.0	2.0	2.0	2.0	1.6666666666666667	1.0	1.0	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_240221_80_anonym_audio.simple.txt	A2ML_240221_80	A2ML_240221_80	llama3	82.5	90.0	85.0	75.0	80.0	True			2.0					0.6666666666666666				16.666666666666668			1.0					0.3333333333333333				0.8771929824561404	0.877568421052632	16.6738	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0																																																						
A2	A2ML_240221_81_anonym_audio.simple.txt	A2ML_240221_81	A2ML_240221_81	llama3	60.83	68.33	75.0	55.0	45.0	True			1.0					1.3333333333333333				15.333333333333334			0.5					0.6666666666666666				0.8070175438596491	0.822221052631579	15.6222	True	2.0	1.0	2.0	2.0	1.6666666666666667	1.0	1.0	1.0	1.3333333333333333	1.0	1.0	1.0	1.0	0.8333333333333334	0.5	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_240221_82_anonym_audio.simple.txt	A2ML_240221_82	A2ML_240221_82	llama3	82.5	90.0	85.0	80.0	75.0	True			1.6666666666666667					1.3333333333333333				17.0			0.8333333333333334					0.6666666666666666				0.8947368421052632	0.897252631578948	17.0478	True	2.0	1.0	2.0	2.0	2.0	1.3333333333333333	1.0	0.6666666666666666	2.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_240221_83_anonym_audio.simple.txt	A2ML_240221_83	A2ML_240221_83	llama3	82.5	90.0	85.0	80.0	75.0	True			1.3333333333333333					1.3333333333333333				15.666666666666666			0.6666666666666666					0.6666666666666666				0.8245614035087719	0.817705263157895	15.5364	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.5																																																						
A2	A2ML_240221_84_anonym_audio.simple.txt	A2ML_240221_84	A2ML_240221_84	llama3	80.0	80.0	85.0	75.0	80.0	True			2.0					1.0				17.0			1.0					0.5				0.8947368421052632	0.910947368421053	17.308	True	2.0	1.0	2.0	2.0	1.6666666666666667	1.3333333333333333	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.8333333333333334	0.6666666666666666	1.0	1.0	1.0																																																						
A2_older	PHA20241109001_anonym_audio.simple.txt	PHA20241109001	PHA20241109001	llama3	80.62	85.0	87.5	77.5	72.5	True												23.0												0.92	0.92		True				3.0									1.0						3.0	3.0	2.0	3.0	2.0	3.0	4.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0																																								
A2_older	PHA20241109002_anonym_audio.simple.txt	PHA20241109002	PHA20241109002	llama3	81.25	85.0	87.5	77.5	75.0	True												25.0												1.0	1.0		True				3.0									1.0						3.0	3.0	3.0	3.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																								
A2_older	PHA20241109003_anonym_audio.simple.txt	PHA20241109003	PHA20241109003	llama3	67.5	82.5	72.5	62.5	52.5	True												22.0												0.88	0.88		True				3.0									1.0						3.0	3.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.75																																								
A2_older	PHA20241109004_anonym_audio.simple.txt	PHA20241109004	PHA20241109004	llama3	50.0	60.0	50.0	50.0	40.0	True												10.0												0.4	0.4		False				3.0									1.0						2.0	0.0	0.0	2.0	0.0	0.0	3.0	0.6666666666666666	0.0	0.0	0.6666666666666666	0.0	0.0	0.75																																								
A2_older	PHA20241109005_anonym_audio.simple.txt	PHA20241109005	PHA20241109005	llama3	67.5	82.5	72.5	62.5	52.5	True												17.0												0.68	0.68		True				3.0									1.0						3.0	1.0	1.0	3.0	1.0	2.0	3.0	1.0	0.3333333333333333	0.3333333333333333	1.0	0.3333333333333333	0.6666666666666666	0.75																																								
A2_older	PHA20241109006_anonym_audio.simple.txt	PHA20241109006	PHA20241109006	llama3	77.5	80.0	85.0	70.0	75.0	True												18.0												0.72	0.72		True				2.0									0.6666666666666666						3.0	2.0	1.0	3.0	2.0	2.0	3.0	1.0	0.6666666666666666	0.3333333333333333	1.0	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109007_anonym_audio.simple.txt	PHA20241109007	PHA20241109007	llama3	75.62	85.0	77.5	70.0	70.0	True												19.0												0.76	0.76		True				2.0									0.6666666666666666						3.0	2.0	1.0	3.0	3.0	2.0	3.0	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109008_anonym_audio.simple.txt	PHA20241109008	PHA20241109008	llama3	77.5	82.5	92.5	72.5	62.5	True												20.0												0.8	0.8		True				2.0									0.6666666666666666						3.0	3.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109009_anonym_audio.simple.txt	PHA20241109009	PHA20241109009	llama3	68.12	82.5	75.0	62.5	52.5	True												23.0												0.92	0.92		True				3.0									1.0						3.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	0.75																																								
